,year,eps_value,ticker
4,2017,$4.46,EOG
5,2016,$-1.98,EOG
6,2015,$-8.29,EOG
7,2014,$5.32,EOG
8,2013,$4.02,EOG
9,2012,$1.05,EOG
10,2011,$2.05,EOG
11,2010,$0.32,EOG
12,2009,$1.09,EOG
0,2021,$8.15,EPAM
1,2020,$5.60,EPAM
2,2019,$4.53,EPAM
3,2018,$4.24,EPAM
4,2017,$1.32,EPAM
5,2016,$1.87,EPAM
6,2015,$1.62,EPAM
7,2014,$1.40,EPAM
8,2013,$1.28,EPAM
9,2012,$1.17,EPAM
10,2011,$0.63,EPAM
11,2010,$0.79,EPAM
12,2009,$0.22,EPAM
0,2021,$-3.58,EQT
1,2020,$-3.71,EQT
2,2019,$-4.79,EQT
3,2018,$-8.60,EQT
4,2017,$8.04,EQT
5,2016,$-2.71,EQT
6,2015,$0.56,EQT
7,2014,$2.54,EQT
8,2013,$2.57,EQT
9,2012,$1.22,EQT
10,2011,$3.19,EQT
11,2010,$1.57,EQT
12,2009,$1.19,EQT
0,2021,$6.02,EFX
1,2020,$4.24,EFX
2,2019,$-3.15,EFX
3,2018,$2.56,EFX
4,2017,$4.83,EFX
5,2016,$4.04,EFX
6,2015,$3.55,EFX
7,2014,$2.97,EFX
8,2013,$2.84,EFX
9,2012,$2.22,EFX
10,2011,$1.88,EFX
11,2010,$2.11,EFX
12,2009,$1.83,EFX
0,2021,$5.53,EQIX
1,2020,$4.18,EQIX
2,2019,$5.99,EQIX
3,2018,$4.56,EQIX
4,2017,$3.00,EQIX
5,2016,$1.79,EQIX
6,2015,$3.21,EQIX
7,2014,$-4.96,EQIX
8,2013,$1.89,EQIX
9,2012,$2.83,EQIX
10,2011,$1.74,EQIX
11,2010,$0.82,EQIX
12,2009,$1.75,EQIX
0,2021,$3.54,EQR
1,2020,$2.45,EQR
2,2019,$2.60,EQR
3,2018,$1.77,EQR
4,2017,$1.63,EQR
5,2016,$11.68,EQR
6,2015,$2.36,EQR
7,2014,$1.73,EQR
8,2013,$5.16,EQR
9,2012,$2.70,EQR
10,2011,$2.98,EQR
11,2010,$0.95,EQR
12,2009,$1.27,EQR
0,2021,$7.51,ESS
1,2020,$8.69,ESS
2,2019,$6.66,ESS
3,2018,$5.90,ESS
4,2017,$6.57,ESS
5,2016,$6.27,ESS
6,2015,$3.49,ESS
7,2014,$2.06,ESS
8,2013,$4.04,ESS
9,2012,$3.41,ESS
10,2011,$1.24,ESS
11,2010,$1.14,ESS
12,2009,$2.91,ESS
0,2021,$3.83,EVRG
1,2020,$2.72,EVRG
2,2019,$2.79,EVRG
3,2018,$2.50,EVRG
4,2017,$2.27,EVRG
5,2016,$2.43,EVRG
6,2015,$2.09,EVRG
7,2014,$2.35,EVRG
8,2013,$2.27,EVRG
9,2012,$2.15,EVRG
10,2011,$1.93,EVRG
11,2010,$1.80,EVRG
12,2009,$1.58,EVRG
0,2021,$3.54,ES
1,2020,$3.55,ES
2,2019,$2.81,ES
3,2018,$3.25,ES
4,2017,$3.11,ES
5,2016,$2.96,ES
6,2015,$2.76,ES
7,2014,$2.58,ES
8,2013,$2.49,ES
9,2012,$1.89,ES
10,2011,$2.22,ES
11,2010,$2.19,ES
12,2009,$1.91,ES
0,2021,$1.74,EXC
1,2020,$2.01,EXC
2,2019,$3.01,EXC
3,2018,$2.07,EXC
4,2017,$3.98,EXC
5,2016,$1.21,EXC
6,2015,$2.54,EXC
7,2014,$1.88,EXC
8,2013,$2.00,EXC
9,2012,$1.42,EXC
10,2011,$3.75,EXC
11,2010,$3.87,EXC
12,2009,$4.09,EXC
0,2021,$-1.80,EXPE
1,2020,$-19.00,EXPE
2,2019,$3.77,EXPE
3,2018,$2.65,EXPE
4,2017,$2.42,EXPE
5,2016,$1.82,EXPE
6,2015,$5.70,EXPE
7,2014,$2.99,EXPE
8,2013,$1.67,EXPE
9,2012,$2.00,EXPE
10,2011,$3.41,EXPE
11,2010,$2.93,EXPE
12,2009,$2.05,EXPE
0,2021,$8.27,EXPD
1,2020,$4.07,EXPD
2,2019,$3.39,EXPD
3,2018,$3.48,EXPD
4,2017,$2.69,EXPD
5,2016,$2.36,EXPD
6,2015,$2.40,EXPD
7,2014,$1.92,EXPD
8,2013,$1.68,EXPD
9,2012,$1.57,EXPD
10,2011,$1.79,EXPD
11,2010,$1.59,EXPD
12,2009,$1.11,EXPD
0,2021,$6.19,EXR
1,2020,$3.71,EXR
2,2019,$3.24,EXR
3,2018,$3.27,EXR
4,2017,$3.76,EXR
5,2016,$2.91,EXR
6,2015,$1.56,EXR
7,2014,$1.53,EXR
8,2013,$1.53,EXR
9,2012,$1.14,EXR
10,2011,$0.54,EXR
11,2010,$0.30,EXR
12,2009,$0.37,EXR
0,2021,$5.39,XOM
1,2020,$-5.25,XOM
2,2019,$3.36,XOM
3,2018,$4.88,XOM
4,2017,$4.63,XOM
5,2016,$1.88,XOM
6,2015,$3.85,XOM
7,2014,$7.60,XOM
8,2013,$7.37,XOM
9,2012,$9.70,XOM
10,2011,$8.42,XOM
11,2010,$6.22,XOM
12,2009,$3.98,XOM
0,2022,$5.27,FFIV
1,2021,$5.34,FFIV
2,2020,$5.01,FFIV
3,2019,$7.08,FFIV
4,2018,$7.32,FFIV
5,2017,$6.50,FFIV
6,2016,$5.38,FFIV
7,2015,$5.03,FFIV
8,2014,$4.09,FFIV
9,2013,$3.50,FFIV
10,2012,$3.45,FFIV
11,2011,$2.96,FFIV
12,2010,$1.86,FFIV
13,2009,$1.14,FFIV
0,2022,$10.25,FDS
1,2021,$10.36,FDS
2,2020,$9.65,FDS
3,2019,$9.08,FDS
4,2018,$6.78,FDS
5,2017,$6.51,FDS
6,2016,$8.19,FDS
7,2015,$5.71,FDS
8,2014,$4.92,FDS
9,2013,$4.45,FDS
10,2012,$4.12,FDS
11,2011,$3.61,FDS
12,2010,$3.13,FDS
13,2009,$2.97,FDS
0,2021,$1.60,FAST
1,2020,$1.49,FAST
2,2019,$1.38,FAST
3,2018,$1.31,FAST
4,2017,$1.00,FAST
5,2016,$0.87,FAST
6,2015,$0.89,FAST
7,2014,$0.83,FAST
8,2013,$0.76,FAST
9,2012,$0.71,FAST
10,2011,$0.61,FAST
11,2010,$0.45,FAST
12,2009,$0.31,FAST
0,2021,$3.26,FRT
1,2020,$1.62,FRT
2,2019,$4.61,FRT
3,2018,$3.18,FRT
4,2017,$3.97,FRT
5,2016,$3.50,FRT
6,2015,$3.03,FRT
7,2014,$2.41,FRT
8,2013,$2.46,FRT
9,2012,$2.35,FRT
10,2011,$2.28,FRT
11,2010,$1.98,FRT
12,2009,$1.63,FRT
0,2022,$14.33,FDX
1,2021,$19.45,FDX
2,2020,$4.90,FDX
3,2019,$2.03,FDX
4,2018,$16.79,FDX
5,2017,$11.07,FDX
6,2016,$6.51,FDX
7,2015,$3.65,FDX
8,2014,$7.48,FDX
9,2013,$8.55,FDX
10,2012,$6.41,FDX
11,2011,$4.57,FDX
12,2010,$3.76,FDX
13,2009,$0.31,FDX
0,2021,$3.73,FITB
1,2020,$1.83,FITB
2,2019,$3.33,FITB
3,2018,$3.06,FITB
4,2017,$2.81,FITB
5,2016,$1.91,FITB
6,2015,$2.01,FITB
7,2014,$1.66,FITB
8,2013,$2.02,FITB
9,2012,$1.66,FITB
10,2011,$1.18,FITB
11,2010,$0.63,FITB
12,2009,$0.67,FITB
0,2021,$7.68,FRC
1,2020,$5.81,FRC
2,2019,$5.20,FRC
3,2018,$4.81,FRC
4,2017,$4.31,FRC
5,2016,$3.93,FRC
6,2015,$3.18,FRC
7,2014,$3.07,FRC
8,2013,$3.10,FRC
9,2012,$2.75,FRC
10,2011,$2.67,FRC
11,2010,$2.14,FRC
12,2009,$0.00,FRC
0,2021,$2.35,FE
1,2020,$1.99,FE
2,2019,$1.68,FE
3,2018,$1.99,FE
4,2017,$-3.88,FE
5,2016,$-14.49,FE
6,2015,$1.37,FE
7,2014,$0.71,FE
8,2013,$0.94,FE
9,2012,$1.84,FE
10,2011,$2.21,FE
11,2010,$2.42,FE
12,2009,$2.85,FE
0,2021,$0.67,FIS
1,2020,$0.25,FIS
2,2019,$0.66,FIS
3,2018,$2.55,FIS
4,2017,$3.75,FIS
5,2016,$1.59,FIS
6,2015,$2.19,FIS
7,2014,$2.35,FIS
8,2013,$1.68,FIS
9,2012,$1.55,FIS
10,2011,$1.53,FIS
11,2010,$1.15,FIS
12,2009,$0.44,FIS
0,2021,$1.99,FISV
1,2020,$1.40,FISV
2,2019,$1.71,FISV
3,2018,$2.87,FISV
4,2017,$2.89,FISV
5,2016,$2.08,FISV
6,2015,$2.08,FISV
7,2014,$1.49,FISV
8,2013,$1.22,FISV
9,2012,$1.11,FISV
10,2011,$0.82,FISV
11,2010,$0.82,FISV
12,2009,$0.77,FISV
0,2021,$9.99,FLT
1,2020,$8.12,FLT
2,2019,$9.94,FLT
3,2018,$8.81,FLT
4,2017,$7.91,FLT
5,2016,$4.75,FLT
6,2015,$3.85,FLT
7,2014,$4.24,FLT
8,2013,$3.36,FLT
9,2012,$2.52,FLT
10,2011,$1.76,FLT
11,2010,$1.34,FLT
12,2009,$1.13,FLT
0,2021,$5.70,FMC
1,2020,$4.22,FMC
2,2019,$3.62,FMC
3,2018,$3.69,FMC
4,2017,$3.99,FMC
5,2016,$1.56,FMC
6,2015,$3.66,FMC
7,2014,$2.29,FMC
8,2013,$2.16,FMC
9,2012,$3.00,FMC
10,2011,$2.55,FMC
11,2010,$1.18,FMC
12,2009,$1.56,FMC
0,2021,$4.45,F
1,2020,$-0.32,F
2,2019,$0.01,F
3,2018,$0.92,F
4,2017,$1.93,F
5,2016,$1.15,F
6,2015,$1.84,F
7,2014,$0.31,F
8,2013,$2.94,F
9,2012,$1.41,F
10,2011,$4.94,F
11,2010,$1.66,F
12,2009,$0.86,F
0,2021,$0.73,FTNT
1,2020,$0.58,FTNT
2,2019,$0.38,FTNT
3,2018,$0.38,FTNT
4,2017,$0.04,FTNT
5,2016,$0.04,FTNT
6,2015,$0.01,FTNT
7,2014,$0.03,FTNT
8,2013,$0.05,FTNT
9,2012,$0.08,FTNT
10,2011,$0.08,FTNT
11,2010,$0.05,FTNT
12,2009,$0.08,FTNT
0,2021,$1.63,FTV
1,2020,$4.49,FTV
2,2019,$1.97,FTV
3,2018,$8.21,FTV
4,2017,$2.96,FTV
5,2016,$2.51,FTV
6,2015,$2.50,FTV
7,2014,$2.56,FTV
8,2013,$0.00,FTV
9,2012,$0.00,FTV
0,2021,$5.54,FBHS
1,2020,$3.94,FBHS
2,2019,$3.06,FBHS
3,2018,$2.66,FBHS
4,2017,$3.03,FBHS
5,2016,$2.62,FBHS
6,2015,$1.93,FBHS
7,2014,$0.95,FBHS
8,2013,$1.34,FBHS
9,2012,$0.71,FBHS
10,2011,$-0.23,FBHS
11,2010,$0.41,FBHS
12,2009,$-0.25,FBHS
0,2022,$2.11,FOXA
1,2021,$3.61,FOXA
2,2020,$1.62,FOXA
3,2019,$2.57,FOXA
4,2018,$3.52,FOXA
5,2017,$2.21,FOXA
0,2022,$2.11,FOX
1,2021,$3.61,FOX
2,2020,$1.62,FOX
3,2019,$2.57,FOX
4,2018,$3.52,FOX
5,2017,$2.21,FOX
0,2022,$2.53,BEN
1,2021,$3.57,BEN
2,2020,$1.59,BEN
3,2019,$2.35,BEN
4,2018,$1.39,BEN
5,2017,$3.01,BEN
6,2016,$2.94,BEN
7,2015,$3.29,BEN
8,2014,$3.79,BEN
9,2013,$3.37,BEN
10,2012,$2.98,BEN
11,2011,$2.87,BEN
12,2010,$2.11,BEN
13,2009,$1.28,BEN
0,2021,$2.90,FCX
1,2020,$0.41,FCX
2,2019,$-0.17,FCX
3,2018,$1.78,FCX
4,2017,$1.25,FCX
5,2016,$-3.16,FCX
6,2015,$-11.31,FCX
7,2014,$-1.26,FCX
8,2013,$2.64,FCX
9,2012,$3.19,FCX
10,2011,$4.78,FCX
11,2010,$4.57,FCX
12,2009,$2.93,FCX
0,2021,$5.61,GRMN
1,2020,$5.17,GRMN
2,2019,$4.99,GRMN
3,2018,$3.66,GRMN
4,2017,$3.76,GRMN
5,2016,$2.73,GRMN
6,2015,$2.39,GRMN
7,2014,$1.88,GRMN
8,2013,$3.12,GRMN
9,2012,$2.76,GRMN
10,2011,$2.67,GRMN
11,2010,$2.95,GRMN
12,2009,$3.50,GRMN
0,2021,$9.21,IT
1,2020,$2.96,IT
2,2019,$2.56,IT
3,2018,$1.33,IT
4,2017,$0.04,IT
5,2016,$2.31,IT
6,2015,$2.06,IT
7,2014,$2.03,IT
8,2013,$1.93,IT
9,2012,$1.73,IT
10,2011,$1.39,IT
11,2010,$0.96,IT
12,2009,$0.85,IT
0,2022,$1.41,GEN
1,2021,$0.92,GEN
2,2020,$6.05,GEN
3,2019,$0.05,GEN
4,2018,$1.70,GEN
5,2017,$-0.17,GEN
6,2016,$3.71,GEN
7,2015,$1.26,GEN
8,2014,$1.28,GEN
9,2013,$1.06,GEN
10,2012,$1.59,GEN
11,2011,$0.76,GEN
12,2010,$0.87,GEN
13,2009,$-8.17,GEN
0,2021,$8.30,GNRC
1,2020,$5.48,GNRC
2,2019,$4.03,GNRC
3,2018,$3.54,GNRC
4,2017,$2.53,GNRC
5,2016,$1.47,GNRC
6,2015,$1.12,GNRC
7,2014,$2.49,GNRC
8,2013,$2.51,GNRC
9,2012,$1.35,GNRC
10,2011,$4.79,GNRC
11,2010,$-1.65,GNRC
12,2009,"$-2,741.81",GNRC
0,2021,$11.55,GD
1,2020,$11.00,GD
2,2019,$11.98,GD
3,2018,$11.18,GD
4,2017,$9.56,GD
5,2016,$8.29,GD
6,2015,$9.29,GD
7,2014,$7.42,GD
8,2013,$6.67,GD
9,2012,$-0.94,GD
10,2011,$6.87,GD
11,2010,$6.81,GD
12,2009,$6.17,GD
0,2021,$-6.16,GE
1,2020,$4.63,GE
2,2019,$-4.99,GE
3,2018,$-20.96,GE
4,2017,$-8.24,GE
5,2016,$6.00,GE
6,2015,$-4.88,GE
7,2014,$12.00,GE
8,2013,$10.16,GE
9,2012,$10.32,GE
10,2011,$9.84,GE
11,2010,$8.48,GE
12,2009,$8.08,GE
0,2022,$4.42,GIS
1,2021,$3.78,GIS
2,2020,$3.56,GIS
3,2019,$2.90,GIS
4,2018,$3.64,GIS
5,2017,$2.77,GIS
6,2016,$2.77,GIS
7,2015,$1.97,GIS
8,2014,$2.83,GIS
9,2013,$2.79,GIS
10,2012,$2.35,GIS
11,2011,$2.70,GIS
12,2010,$2.24,GIS
13,2009,$1.90,GIS
0,2021,$6.70,GM
1,2020,$4.33,GM
2,2019,$4.57,GM
3,2018,$5.53,GM
4,2017,$-2.60,GM
5,2016,$6.00,GM
6,2015,$5.91,GM
7,2014,$1.65,GM
8,2013,$2.38,GM
9,2012,$2.92,GM
10,2011,$4.58,GM
11,2010,$2.89,GM
12,2009,$56.62,GM
0,2021,$6.23,GPC
1,2020,$-0.20,GPC
2,2019,$4.24,GPC
3,2018,$5.50,GPC
4,2017,$4.18,GPC
5,2016,$4.59,GPC
6,2015,$4.63,GPC
7,2014,$4.61,GPC
8,2013,$4.40,GPC
9,2012,$4.14,GPC
10,2011,$3.58,GPC
11,2010,$3.00,GPC
12,2009,$2.50,GPC
0,2021,$4.93,GILD
1,2020,$0.10,GILD
2,2019,$4.22,GILD
3,2018,$4.17,GILD
4,2017,$3.51,GILD
5,2016,$9.94,GILD
6,2015,$11.91,GILD
7,2014,$7.35,GILD
8,2013,$1.81,GILD
9,2012,$1.64,GILD
10,2011,$1.77,GILD
11,2010,$1.66,GILD
12,2009,$1.41,GILD
0,2021,$7.22,GL
1,2020,$6.82,GL
2,2019,$6.83,GL
3,2018,$6.09,GL
4,2017,$12.22,GL
5,2016,$4.49,GL
6,2015,$4.16,GL
7,2014,$4.09,GL
8,2013,$3.79,GL
9,2012,$3.60,GL
10,2011,$3.02,GL
11,2010,$2.70,GL
12,2009,$2.17,GL
0,2021,$3.29,GPN
1,2020,$1.95,GPN
2,2019,$2.16,GPN
3,2018,$2.84,GPN
4,2017,$3.01,GPN
5,2016,$2.04,GPN
6,2016,$2.04,GPN
7,2015,$2.06,GPN
8,2014,$1.69,GPN
9,2013,$1.38,GPN
10,2012,$1.19,GPN
11,2011,$1.30,GPN
12,2010,$1.24,GPN
13,2009,$0.23,GPN
0,2021,$59.45,GS
1,2020,$24.74,GS
2,2019,$21.03,GS
3,2018,$25.27,GS
4,2017,$9.01,GS
5,2016,$16.29,GS
6,2015,$12.14,GS
7,2014,$17.07,GS
8,2013,$15.46,GS
9,2012,$14.13,GS
10,2011,$4.51,GS
11,2010,$13.18,GS
12,2009,$22.13,GS
0,2021,$1.63,HAL
1,2020,$-3.34,HAL
2,2019,$-1.29,HAL
3,2018,$1.89,HAL
4,2017,$-0.53,HAL
5,2016,$-6.69,HAL
6,2015,$-0.79,HAL
7,2014,$4.11,HAL
8,2013,$2.36,HAL
9,2012,$2.84,HAL
10,2011,$3.08,HAL
11,2010,$2.01,HAL
12,2009,$1.27,HAL
0,2021,$6.62,HIG
1,2020,$4.76,HIG
2,2019,$5.66,HIG
3,2018,$4.95,HIG
4,2017,$-8.61,HIG
5,2016,$2.27,HIG
6,2015,$3.96,HIG
7,2014,$1.73,HIG
8,2013,$0.36,HIG
9,2012,$-0.18,HIG
10,2011,$1.40,HIG
11,2010,$2.40,HIG
12,2009,$-2.93,HIG
0,2021,$3.10,HAS
1,2020,$1.62,HAS
2,2019,$4.05,HAS
3,2018,$1.74,HAS
4,2017,$3.12,HAS
5,2016,$4.34,HAS
6,2015,$3.57,HAS
7,2014,$3.20,HAS
8,2013,$2.17,HAS
9,2012,$2.55,HAS
10,2011,$2.82,HAS
11,2010,$2.74,HAS
12,2009,$2.48,HAS
0,2021,$21.16,HCA
1,2020,$10.93,HCA
2,2019,$10.07,HCA
3,2018,$10.66,HCA
4,2017,$5.95,HCA
5,2016,$7.30,HCA
6,2015,$4.99,HCA
7,2014,$4.16,HCA
8,2013,$3.37,HCA
9,2012,$3.49,HCA
10,2011,$4.97,HCA
11,2010,$2.76,HCA
12,2009,$2.44,HCA
0,2021,$0.93,PEAK
1,2020,$0.77,PEAK
2,2019,$0.09,PEAK
3,2018,$2.24,PEAK
4,2017,$0.88,PEAK
5,2016,$1.34,PEAK
6,2015,$-1.21,PEAK
7,2014,$2.00,PEAK
8,2013,$2.13,PEAK
9,2012,$1.90,PEAK
10,2011,$1.29,PEAK
11,2010,$1.00,PEAK
12,2009,$0.40,PEAK
0,2021,$4.45,HSIC
1,2020,$2.82,HSIC
2,2019,$4.65,HSIC
3,2018,$3.49,HSIC
4,2017,$2.57,HSIC
5,2016,$3.10,HSIC
6,2015,$2.85,HSIC
7,2014,$2.72,HSIC
8,2013,$2.47,HSIC
9,2012,$2.16,HSIC
10,2011,$1.99,HSIC
11,2010,$1.75,HSIC
12,2009,$1.72,HSIC
0,2021,$7.11,HSY
1,2020,$6.11,HSY
2,2019,$5.46,HSY
3,2018,$5.58,HSY
4,2017,$3.66,HSY
5,2016,$3.34,HSY
6,2015,$2.19,HSY
7,2014,$3.77,HSY
8,2013,$3.61,HSY
9,2012,$2.89,HSY
10,2011,$2.74,HSY
11,2010,$2.21,HSY
12,2009,$1.90,HSY
0,2021,$1.81,HES
1,2020,$-10.15,HES
2,2019,$-1.37,HES
3,2018,$-1.10,HES
4,2017,$-13.12,HES
5,2016,$-19.92,HES
6,2015,$-10.78,HES
7,2014,$7.53,HES
8,2013,$14.82,HES
9,2012,$5.95,HES
10,2011,$5.01,HES
11,2010,$6.47,HES
12,2009,$2.27,HES
0,2022,$0.66,HPE
1,2021,$2.58,HPE
2,2020,$-0.25,HPE
3,2019,$0.77,HPE
4,2018,$1.23,HPE
5,2017,$0.21,HPE
6,2016,$1.82,HPE
7,2015,$1.34,HPE
8,2014,$0.90,HPE
9,2013,$1.12,HPE
10,2012,$0.00,HPE
0,2021,$1.46,HLT
1,2020,$-2.58,HLT
2,2019,$3.04,HLT
3,2018,$2.50,HLT
4,2017,$3.32,HLT
5,2016,$1.03,HLT
6,2015,$4.26,HLT
7,2014,$2.05,HLT
8,2013,$1.35,HLT
9,2012,$1.14,HLT
10,2011,$0.81,HLT
11,2010,$0.00,HLT
0,2022,$5.13,HOLX
1,2021,$7.21,HOLX
2,2020,$4.21,HOLX
3,2019,$-0.76,HOLX
4,2018,$-0.40,HOLX
5,2017,$2.64,HOLX
6,2016,$1.16,HOLX
7,2015,$0.45,HOLX
8,2014,$0.06,HOLX
9,2013,$-4.36,HOLX
10,2012,$-0.28,HOLX
11,2011,$0.59,HOLX
12,2010,$-0.24,HOLX
13,2009,$-8.64,HOLX
0,2021,$7.91,HON
1,2020,$6.72,HON
2,2019,$8.41,HON
3,2018,$8.98,HON
4,2017,$2.00,HON
5,2016,$6.21,HON
6,2015,$6.04,HON
7,2014,$5.33,HON
8,2013,$4.92,HON
9,2012,$3.69,HON
10,2011,$2.61,HON
11,2010,$2.59,HON
12,2009,$2.05,HON
0,2022,$1.82,HRL
1,2021,$1.66,HRL
2,2020,$1.66,HRL
3,2019,$1.80,HRL
4,2018,$1.86,HRL
5,2017,$1.57,HRL
6,2016,$1.64,HRL
7,2015,$1.27,HRL
8,2014,$1.12,HRL
9,2013,$0.98,HRL
10,2012,$0.93,HRL
11,2011,$0.87,HRL
12,2010,$0.73,HRL
13,2009,$0.64,HRL
0,2021,$-0.02,HST
1,2020,$-1.04,HST
2,2019,$1.26,HST
3,2018,$1.47,HST
4,2017,$0.76,HST
5,2016,$1.02,HST
6,2015,$0.74,HST
7,2014,$0.96,HST
8,2013,$0.42,HST
9,2012,$0.08,HST
10,2011,$-0.02,HST
11,2010,$-0.21,HST
12,2009,$-0.45,HST
0,2021,$0.59,HWM
1,2020,$0.59,HWM
2,2019,$1.01,HWM
3,2018,$1.29,HWM
4,2017,$-0.28,HWM
5,2016,$-2.31,HWM
6,2015,$-0.93,HWM
7,2014,$0.63,HWM
8,2013,$-6.42,HWM
9,2012,$0.54,HWM
10,2011,$1.65,HWM
11,2010,$0.72,HWM
12,2009,$-3.69,HWM
0,2022,$3.05,HPQ
1,2021,$5.33,HPQ
2,2020,$2.00,HPQ
3,2019,$2.07,HPQ
4,2018,$3.26,HPQ
5,2017,$1.48,HPQ
6,2016,$1.43,HPQ
7,2015,$2.48,HPQ
8,2014,$2.62,HPQ
9,2013,$2.62,HPQ
10,2012,$-6.41,HPQ
11,2011,$3.32,HPQ
12,2010,$3.69,HPQ
13,2009,$3.14,HPQ
0,2021,$22.67,HUM
1,2020,$25.31,HUM
2,2019,$20.10,HUM
3,2018,$12.16,HUM
4,2017,$16.81,HUM
5,2016,$4.07,HUM
6,2015,$8.44,HUM
7,2014,$7.36,HUM
8,2013,$7.73,HUM
9,2012,$7.47,HUM
10,2011,$8.46,HUM
11,2010,$6.47,HUM
12,2009,$6.15,HUM
0,2021,$0.90,HBAN
1,2020,$0.69,HBAN
2,2019,$1.27,HBAN
3,2018,$1.20,HBAN
4,2017,$1.00,HBAN
5,2016,$0.70,HBAN
6,2015,$0.81,HBAN
7,2014,$0.72,HBAN
8,2013,$0.72,HBAN
9,2012,$0.69,HBAN
10,2011,$0.59,HBAN
11,2010,$0.19,HBAN
12,2009,$-6.14,HBAN
0,2021,$13.50,HII
1,2020,$17.14,HII
2,2019,$13.26,HII
3,2018,$19.09,HII
4,2017,$10.46,HII
5,2016,$12.14,HII
6,2015,$8.36,HII
7,2014,$6.86,HII
8,2013,$5.18,HII
9,2012,$2.91,HII
10,2011,$-2.05,HII
11,2010,$2.68,HII
12,2009,$2.54,HII
0,2021,$6.35,IBM
1,2020,$6.23,IBM
2,2019,$10.56,IBM
3,2018,$9.52,IBM
4,2017,$6.14,IBM
5,2016,$12.38,IBM
6,2015,$13.42,IBM
7,2014,$11.90,IBM
8,2013,$14.94,IBM
9,2012,$14.37,IBM
10,2011,$13.06,IBM
11,2010,$11.52,IBM
12,2009,$10.01,IBM
0,2021,$5.88,IEX
1,2020,$4.94,IEX
2,2019,$5.56,IEX
3,2018,$5.29,IEX
4,2017,$4.36,IEX
5,2016,$3.53,IEX
6,2015,$3.62,IEX
7,2014,$3.45,IEX
8,2013,$3.09,IEX
9,2012,$0.45,IEX
10,2011,$2.32,IEX
11,2010,$1.90,IEX
12,2009,$1.40,IEX
0,2021,$8.60,IDXX
1,2020,$6.71,IDXX
2,2019,$4.89,IDXX
3,2018,$4.26,IDXX
4,2017,$2.94,IDXX
5,2016,$2.44,IDXX
6,2015,$2.05,IDXX
7,2014,$1.79,IDXX
8,2013,$1.74,IDXX
9,2012,$1.59,IDXX
10,2011,$1.39,IDXX
11,2010,$1.19,IDXX
12,2009,$1.01,IDXX
0,2021,$8.51,ITW
1,2020,$6.63,ITW
2,2019,$7.74,ITW
3,2018,$7.60,ITW
4,2017,$4.86,ITW
5,2016,$5.70,ITW
6,2015,$5.13,ITW
7,2014,$7.28,ITW
8,2013,$3.74,ITW
9,2012,$6.06,ITW
10,2011,$4.19,ITW
11,2010,$2.99,ITW
12,2009,$1.94,ITW
0,2021,$5.04,ILMN
1,2020,$4.45,ILMN
2,2019,$6.74,ILMN
3,2018,$5.56,ILMN
4,2017,$4.92,ILMN
5,2016,$3.07,ILMN
6,2015,$3.10,ILMN
7,2014,$2.37,ILMN
8,2013,$0.90,ILMN
9,2012,$1.13,ILMN
10,2011,$0.62,ILMN
11,2010,$0.87,ILMN
12,2009,$0.53,ILMN
0,2021,$4.27,INCY
1,2020,$-1.36,INCY
2,2019,$2.05,INCY
3,2018,$0.51,INCY
4,2017,$-1.53,INCY
5,2016,$0.54,INCY
6,2015,$0.03,INCY
7,2014,$-0.29,INCY
8,2013,$-0.56,INCY
9,2012,$-0.34,INCY
10,2011,$-1.49,INCY
11,2010,$-0.26,INCY
12,2009,$-2.06,INCY
0,2021,$4.86,INTC
1,2020,$4.94,INTC
2,2019,$4.71,INTC
3,2018,$4.48,INTC
4,2017,$1.99,INTC
5,2016,$2.12,INTC
6,2015,$2.33,INTC
7,2014,$2.31,INTC
8,2013,$1.89,INTC
9,2012,$2.13,INTC
10,2011,$2.39,INTC
11,2010,$2.01,INTC
12,2009,$0.77,INTC
0,2021,$7.18,ICE
1,2020,$3.77,ICE
2,2019,$3.42,ICE
3,2018,$3.43,ICE
4,2017,$4.25,ICE
5,2016,$2.39,ICE
6,2015,$2.28,ICE
7,2014,$1.71,ICE
8,2013,$0.64,ICE
9,2012,$1.50,ICE
10,2011,$1.38,ICE
11,2010,$1.07,ICE
12,2009,$0.85,ICE
0,2021,$4.47,IP
1,2020,$1.22,IP
2,2019,$3.07,IP
3,2018,$4.85,IP
4,2017,$5.13,IP
5,2016,$2.18,IP
6,2015,$2.23,IP
7,2014,$1.29,IP
8,2013,$3.11,IP
9,2012,$1.80,IP
10,2011,$3.03,IP
11,2010,$1.59,IP
12,2009,$1.55,IP
0,2021,$2.39,IPG
1,2020,$0.89,IPG
2,2019,$1.68,IPG
3,2018,$1.59,IPG
4,2017,$1.40,IPG
5,2016,$1.48,IPG
6,2015,$1.09,IPG
7,2014,$1.12,IPG
8,2013,$0.61,IPG
9,2012,$0.94,IPG
10,2011,$0.99,IPG
11,2010,$0.47,IPG
12,2009,$0.19,IPG
0,2021,$1.10,IFF
1,2020,$3.21,IFF
2,2019,$4.00,IFF
3,2018,$3.79,IFF
4,2017,$3.72,IFF
5,2016,$5.05,IFF
6,2015,$5.16,IFF
7,2014,$5.06,IFF
8,2013,$4.29,IFF
9,2012,$3.09,IFF
10,2011,$3.26,IFF
11,2010,$3.26,IFF
12,2009,$2.46,IFF
0,2022,$7.28,INTU
1,2021,$7.56,INTU
2,2020,$6.92,INTU
